visitorid,first_activity,last_activity,total_events,unique_items,unique_categories,count_views,count_addtocart,count_transaction,session_duration_seconds,events_per_second,addtocart_ratio,purchase_ratio,view_to_purchase_ratio,anomaly_score,is_abnormal
259428,2015-09-16 23:01:57.093,2015-09-16 23:02:30.298,2,1,1,1,1,0,33.205,0.060231892787230845,1.0,0.0,0.0,-1,1
259769,2015-07-28 01:00:46.137,2015-07-28 01:01:09.028,2,2,1,1,1,0,22.891,0.08737058232493121,1.0,0.0,0.0,-1,1
259900,2015-06-11 04:56:29.860,2015-06-11 05:00:53.540,2,1,1,1,1,0,263.68,0.00758495145631068,1.0,0.0,0.0,-1,1
259973,2015-07-19 02:56:23.627,2015-07-19 02:57:18.711,2,2,2,1,1,0,55.084,0.03630818386464309,1.0,0.0,0.0,-1,1
260032,2015-07-24 17:26:39.441,2015-07-24 17:35:27.415,4,1,1,2,1,1,527.974,0.007576130642796804,0.5,1.0,0.5,-1,1
260129,2015-08-04 13:52:14.796,2015-08-04 13:52:16.143,3,3,2,3,0,0,1.347,2.2271714922048997,0.0,0.0,0.0,-1,1
260452,2015-05-04 21:51:38.093,2015-05-04 22:15:43.319,12,11,7,1,11,0,1445.226,0.008303199637980496,11.0,0.0,0.0,-1,1
260463,2015-09-14 03:32:28.955,2015-09-14 03:38:07.095,4,3,1,2,2,0,338.14,0.011829419766960432,1.0,0.0,0.0,-1,1
260491,2015-06-10 00:39:41.728,2015-06-11 14:38:40.240,3,1,1,1,1,1,136738.512,2.1939685872843198e-05,1.0,1.0,1.0,-1,1
260531,2015-07-02 17:34:35.753,2015-07-02 17:34:47.768,2,1,1,1,1,0,12.015,0.16645859342488556,1.0,0.0,0.0,-1,1
260578,2015-05-28 21:50:27.989,2015-05-28 22:14:00.107,4,1,1,2,1,1,1412.118,0.002832624469059951,0.5,1.0,0.5,-1,1
260784,2015-05-18 05:05:42.119,2015-05-18 05:06:27.948,2,1,1,1,1,0,45.829,0.04364048964629383,1.0,0.0,0.0,-1,1
260836,2015-07-29 20:15:49.241,2015-07-29 20:17:40.030,2,1,1,1,1,0,110.789,0.018052333715441064,1.0,0.0,0.0,-1,1
260868,2015-05-23 17:15:55.302,2015-05-23 17:16:57.243,3,1,1,1,1,1,61.941,0.04843318641933453,1.0,1.0,1.0,-1,1
261099,2015-08-03 17:43:48.667,2015-08-03 17:44:15.701,2,1,1,1,1,0,27.034,0.07398091292446549,1.0,0.0,0.0,-1,1
261112,2015-08-26 18:17:50.888,2015-08-26 18:18:29.586,2,1,1,1,1,0,38.698,0.05168225748100677,1.0,0.0,0.0,-1,1
261238,2015-09-11 21:55:36.903,2015-09-11 22:29:22.027,19,10,4,10,5,4,2025.124,0.009382141537999648,0.5,0.8,0.4,-1,1
261241,2015-08-14 02:48:46.032,2015-08-14 02:49:26.388,2,1,1,1,1,0,40.356,0.049558925562493805,1.0,0.0,0.0,-1,1
261274,2015-07-01 19:07:21.603,2015-07-01 19:08:17.816,2,1,1,1,1,0,56.213,0.03557895860388166,1.0,0.0,0.0,-1,1
261362,2015-05-19 19:32:49.157,2015-05-19 19:36:12.387,3,1,1,1,1,1,203.23,0.01476160015745707,1.0,1.0,1.0,-1,1
261397,2015-08-05 17:27:56.367,2015-08-05 17:28:40.207,2,1,1,1,1,0,43.84,0.04562043795620438,1.0,0.0,0.0,-1,1
261437,2015-07-16 05:23:18.863,2015-07-16 05:23:19.050,2,1,1,0,2,0,0.187,10.695187165775401,0.0,0.0,0.0,-1,1
261507,2015-08-13 07:25:15.254,2015-08-13 07:40:41.114,4,1,1,2,1,1,925.86,0.0043203076059015405,0.5,1.0,0.5,-1,1
261667,2015-07-19 17:03:01.621,2015-07-20 18:02:30.102,4,2,1,2,1,1,89968.481,4.446001483564005e-05,0.5,1.0,0.5,-1,1
261694,2015-08-12 17:53:59.703,2015-08-12 17:55:13.844,3,1,1,1,1,1,74.141,0.040463441280802794,1.0,1.0,1.0,-1,1
261756,2015-06-22 23:40:46.222,2015-06-22 23:43:51.093,4,2,1,2,2,0,184.871,0.021636708840218313,1.0,0.0,0.0,-1,1
261807,2015-07-25 07:20:51.778,2015-07-25 10:18:24.544,4,1,1,2,1,1,10652.766,0.0003754893330051557,0.5,1.0,0.5,-1,1
261883,2015-06-18 02:34:36.575,2015-06-18 14:45:46.565,5,1,1,2,2,1,43869.99,0.00011397312832758795,1.0,0.5,0.5,-1,1
261889,2015-05-17 03:53:49.843,2015-05-17 03:55:56.853,3,1,1,1,1,1,127.01,0.023620187386819935,1.0,1.0,1.0,-1,1
261902,2015-08-25 15:36:09.900,2015-08-25 20:05:37.583,10,5,4,6,2,2,16167.683,0.0006185178173025782,0.3333333333333333,1.0,0.3333333333333333,-1,1
262040,2015-06-13 00:25:33.028,2015-06-13 00:25:37.915,2,1,1,1,1,0,4.887,0.40924902803355845,1.0,0.0,0.0,-1,1
262198,2015-09-08 18:20:40.249,2015-09-08 18:21:50.680,2,2,1,1,1,0,70.431,0.028396586730275022,1.0,0.0,0.0,-1,1
262269,2015-06-11 18:44:02.168,2015-06-11 18:44:24.971,2,1,1,1,1,0,22.803,0.0877077577511731,1.0,0.0,0.0,-1,1
262900,2015-08-10 23:43:23.249,2015-08-10 23:45:22.231,3,2,2,1,2,0,118.982,0.02521389790052277,2.0,0.0,0.0,-1,1
263161,2015-06-16 23:47:47.082,2015-06-17 22:43:24.604,5,2,1,2,2,1,82537.522,6.057850876598888e-05,1.0,0.5,0.5,-1,1
263391,2015-06-03 01:59:08.528,2015-06-03 02:35:53.359,11,4,2,7,2,2,2204.831,0.004989044511801584,0.2857142857142857,1.0,0.2857142857142857,-1,1
263445,2015-05-13 11:33:50.080,2015-05-13 11:34:06.167,2,1,1,1,1,0,16.087,0.1243239883135451,1.0,0.0,0.0,-1,1
263447,2015-05-03 22:13:33.625,2015-06-05 03:13:31.689,9,4,3,4,5,0,2782798.064,3.23415490201376e-06,1.25,0.0,0.0,-1,1
263462,2015-06-06 17:42:13.351,2015-06-06 17:52:54.660,4,2,2,1,1,2,641.309,0.006237242889153279,1.0,2.0,2.0,-1,1
263729,2015-07-06 21:16:31.150,2015-07-06 21:18:58.104,2,1,1,1,1,0,146.954,0.013609700994869143,1.0,0.0,0.0,-1,1
263733,2015-08-28 14:41:44.291,2015-08-29 02:45:34.199,6,2,2,3,1,2,43429.908,0.00013815364287670146,0.3333333333333333,2.0,0.6666666666666666,-1,1
263783,2015-05-25 22:46:27.317,2015-08-24 23:21:29.819,14,11,5,11,2,1,7864502.502,1.7801507465271577e-06,0.18181818181818182,0.5,0.09090909090909091,-1,1
263944,2015-07-15 15:06:24.527,2015-07-15 15:06:24.668,2,1,1,2,0,0,0.141,14.184397163120568,0.0,0.0,0.0,-1,1
264259,2015-07-07 02:10:54.839,2015-07-07 02:14:03.910,2,1,1,1,1,0,189.071,0.010578036822146178,1.0,0.0,0.0,-1,1
264291,2015-05-27 04:39:14.901,2015-05-27 04:39:22.272,3,2,1,1,2,0,7.371,0.40700040700040696,2.0,0.0,0.0,-1,1
264338,2015-08-03 03:19:35.552,2015-08-03 03:22:06.597,2,1,1,1,1,0,151.045,0.013241087093250357,1.0,0.0,0.0,-1,1
264361,2015-08-12 18:00:54.387,2015-08-12 18:05:18.435,3,1,1,1,1,1,264.048,0.011361570623522995,1.0,1.0,1.0,-1,1
264371,2015-08-19 14:15:49.902,2015-08-21 16:04:05.706,8,4,3,4,4,0,179295.804,4.4619002907619635e-05,1.0,0.0,0.0,-1,1
264398,2015-06-03 15:46:05.730,2015-06-03 15:50:03.608,3,1,1,1,1,1,237.878,0.012611506738748435,1.0,1.0,1.0,-1,1
264597,2015-05-15 23:06:08.877,2015-05-15 23:08:43.475,4,1,1,2,1,1,154.598,0.025873555932159533,0.5,1.0,0.5,-1,1
264625,2015-07-28 17:53:09.466,2015-07-28 17:54:37.889,2,2,1,1,1,0,88.423,0.022618549472422332,1.0,0.0,0.0,-1,1
264716,2015-06-12 20:31:38.304,2015-06-12 21:00:15.707,11,5,2,8,1,2,1717.403,0.006405019672144512,0.125,2.0,0.25,-1,1
264775,2015-08-28 21:17:59.315,2015-08-28 21:19:42.167,4,2,1,2,2,0,102.852,0.03889083343056041,1.0,0.0,0.0,-1,1
264810,2015-08-06 02:55:58.569,2015-08-21 18:45:38.535,4,2,2,2,1,1,1352979.966,2.9564369765398286e-06,0.5,1.0,0.5,-1,1
264975,2015-07-18 13:16:01.659,2015-07-18 13:16:01.721,2,1,0,2,0,0,0.062,32.25806451612903,0.0,0.0,0.0,-1,1
265273,2015-05-07 14:36:41.202,2015-09-02 01:27:47.077,10,9,5,7,2,1,10147865.875,9.854288697917974e-07,0.2857142857142857,0.5,0.14285714285714285,-1,1
265295,2015-06-26 19:09:34.971,2015-07-22 15:23:26.890,4,2,2,1,2,1,2232831.919,1.7914469808329534e-06,2.0,0.5,1.0,-1,1
265306,2015-05-10 15:53:57.654,2015-06-07 20:56:07.220,71,33,9,63,8,0,2437329.566,2.913024196252662e-05,0.12698412698412698,0.0,0.0,-1,1
265356,2015-08-05 02:50:08.553,2015-08-05 02:56:46.286,3,2,1,1,2,0,397.733,0.00754274852727835,2.0,0.0,0.0,-1,1
265568,2015-07-02 07:58:42.547,2015-07-02 08:06:09.339,3,1,1,1,1,1,446.792,0.0067145338322978036,1.0,1.0,1.0,-1,1
265645,2015-05-16 18:05:06.054,2015-05-16 18:06:53.310,4,1,1,2,1,1,107.256,0.037293950921160585,0.5,1.0,0.5,-1,1
265778,2015-09-07 13:07:59.704,2015-09-08 15:56:41.643,16,7,4,7,5,4,96521.939,0.0001657654225118706,0.7142857142857143,0.8,0.5714285714285714,-1,1
266093,2015-06-25 21:26:59.756,2015-06-25 21:27:13.812,2,1,1,1,1,0,14.056,0.14228799089356858,1.0,0.0,0.0,-1,1
266287,2015-07-22 22:55:01.106,2015-07-22 22:55:24.474,2,1,1,1,1,0,23.368,0.08558712769599452,1.0,0.0,0.0,-1,1
266454,2015-06-22 23:13:32.958,2015-06-22 23:14:31.019,2,1,1,1,1,0,58.061,0.03444653037322816,1.0,0.0,0.0,-1,1
266525,2015-08-12 19:47:39.826,2015-08-12 19:47:44.359,2,1,1,1,1,0,4.533,0.44120891242003085,1.0,0.0,0.0,-1,1
266582,2015-06-16 14:25:19.904,2015-06-16 14:26:29.115,3,1,1,1,1,1,69.211,0.0433457109419023,1.0,1.0,1.0,-1,1
266693,2015-06-06 02:46:44.948,2015-06-06 02:51:56.522,3,1,1,1,1,1,311.574,0.009628531263841012,1.0,1.0,1.0,-1,1
266762,2015-06-04 02:13:49.729,2015-06-04 02:31:59.450,3,1,1,1,1,1,1089.721,0.002752998244504786,1.0,1.0,1.0,-1,1
266859,2015-08-08 01:56:53.800,2015-08-08 01:58:02.764,2,1,1,1,1,0,68.964,0.02900063801403631,1.0,0.0,0.0,-1,1
266892,2015-08-07 22:28:29.345,2015-08-29 02:55:35.677,13,11,4,11,1,1,1830426.332,7.102170555968598e-06,0.09090909090909091,1.0,0.09090909090909091,-1,1
266894,2015-09-08 00:31:51.850,2015-09-08 00:36:08.151,4,2,2,2,2,0,256.301,0.015606649993562257,1.0,0.0,0.0,-1,1
266908,2015-06-28 23:32:56.711,2015-06-28 23:35:46.965,2,1,1,1,1,0,170.254,0.011747154251882483,1.0,0.0,0.0,-1,1
266910,2015-09-08 16:39:39.716,2015-09-08 16:39:51.171,2,1,1,1,1,0,11.455,0.17459624618070713,1.0,0.0,0.0,-1,1
267061,2015-06-04 23:53:28.055,2015-06-04 23:53:53.049,2,1,1,1,1,0,24.994,0.08001920460910619,1.0,0.0,0.0,-1,1
267303,2015-09-11 01:27:34.326,2015-09-11 01:27:55.281,2,1,1,1,1,0,20.955,0.0954426151276545,1.0,0.0,0.0,-1,1
267459,2015-06-08 22:28:44.940,2015-06-08 22:28:47.356,2,1,1,1,1,0,2.416,0.8278145695364238,1.0,0.0,0.0,-1,1
267731,2015-07-20 19:52:13.058,2015-07-20 20:04:05.029,4,1,1,2,1,1,711.971,0.005618206359528689,0.5,1.0,0.5,-1,1
267735,2015-07-09 06:08:06.646,2015-07-09 06:12:34.274,4,1,1,2,1,1,267.628,0.014946119240139298,0.5,1.0,0.5,-1,1
267794,2015-06-17 00:17:37.625,2015-06-17 00:17:47.261,2,1,1,1,1,0,9.636,0.20755500207555003,1.0,0.0,0.0,-1,1
267818,2015-07-31 22:01:36.336,2015-07-31 22:13:50.691,3,1,1,1,1,1,734.355,0.004085217639969769,1.0,1.0,1.0,-1,1
267961,2015-07-29 22:18:35.311,2015-07-29 22:20:07.777,2,1,1,1,1,0,92.466,0.021629571950771094,1.0,0.0,0.0,-1,1
268155,2015-07-04 21:20:23.258,2015-07-06 16:23:24.587,23,9,2,18,3,2,154981.329,0.00014840497335004787,0.16666666666666666,0.6666666666666666,0.1111111111111111,-1,1
268304,2015-07-22 02:25:43.880,2015-07-22 02:30:22.523,4,2,2,2,2,0,278.643,0.014355286154685388,1.0,0.0,0.0,-1,1
268317,2015-06-11 16:18:44.556,2015-06-11 16:19:46.809,2,1,1,1,1,0,62.253,0.03212696576871797,1.0,0.0,0.0,-1,1
268342,2015-05-25 22:01:04.477,2015-05-25 22:06:18.129,4,1,1,2,1,1,313.652,0.012752987387295474,0.5,1.0,0.5,-1,1
268385,2015-06-08 15:26:46.235,2015-06-08 17:38:36.705,4,2,1,2,1,1,7910.47,0.0005056589557889733,0.5,1.0,0.5,-1,1
268423,2015-05-26 04:10:44.752,2015-05-26 04:10:51.972,2,1,1,1,1,0,7.22,0.2770083102493075,1.0,0.0,0.0,-1,1
268428,2015-06-03 22:37:26.661,2015-06-06 03:59:37.266,20,11,4,15,3,2,192130.605,0.00010409585708638141,0.2,0.6666666666666666,0.13333333333333333,-1,1
268508,2015-08-17 15:47:26.045,2015-08-17 15:47:26.109,2,1,1,2,0,0,0.064,31.25,0.0,0.0,0.0,-1,1
268648,2015-07-29 15:39:17.141,2015-07-29 15:39:34.083,2,1,1,1,1,0,16.942,0.11804981702278361,1.0,0.0,0.0,-1,1
268655,2015-07-02 23:39:01.432,2015-07-02 23:40:08.207,3,2,1,1,2,0,66.775,0.04492699363534256,2.0,0.0,0.0,-1,1
268657,2015-07-04 03:53:06.166,2015-07-04 04:46:53.114,11,4,2,7,2,2,3226.948,0.003408793696086829,0.2857142857142857,1.0,0.2857142857142857,-1,1
268676,2015-06-23 20:40:40.144,2015-06-23 20:43:25.582,2,1,1,1,1,0,165.438,0.01208912100001209,1.0,0.0,0.0,-1,1
268747,2015-07-02 03:08:30.353,2015-07-02 03:08:34.707,2,1,1,1,1,0,4.354,0.45934772622875514,1.0,0.0,0.0,-1,1
268819,2015-07-19 00:28:39.371,2015-07-19 00:29:33.845,2,1,1,1,1,0,54.474,0.0367147630062048,1.0,0.0,0.0,-1,1
268876,2015-08-23 00:06:42.313,2015-08-23 00:06:54.385,2,1,1,1,1,0,12.072,0.1656726308813784,1.0,0.0,0.0,-1,1
269083,2015-05-10 12:19:43.618,2015-05-10 12:19:58.278,2,1,1,1,1,0,14.66,0.1364256480218281,1.0,0.0,0.0,-1,1
269127,2015-05-22 15:58:01.444,2015-08-18 00:56:08.071,209,85,20,170,29,10,7549086.627,2.7685468497936206e-05,0.17058823529411765,0.3448275862068966,0.058823529411764705,-1,1
269245,2015-07-29 02:32:44.515,2015-07-29 02:41:48.674,6,4,1,4,1,1,544.159,0.011026189036660241,0.25,1.0,0.25,-1,1
269284,2015-05-25 13:22:39.567,2015-05-25 13:29:35.766,3,1,1,1,1,1,416.199,0.00720809036062076,1.0,1.0,1.0,-1,1
269431,2015-09-07 19:50:27.064,2015-09-07 19:55:04.854,9,6,3,6,3,0,277.79,0.03239857446272364,0.5,0.0,0.0,-1,1
269434,2015-05-19 22:23:05.562,2015-05-19 22:27:03.199,3,1,1,1,1,1,237.637,0.01262429672147014,1.0,1.0,1.0,-1,1
269436,2015-07-14 09:34:54.532,2015-07-14 09:35:06.282,2,1,1,1,1,0,11.75,0.1702127659574468,1.0,0.0,0.0,-1,1
269579,2015-08-21 19:08:17.102,2015-08-21 19:08:18.250,2,1,1,2,0,0,1.148,1.7421602787456447,0.0,0.0,0.0,-1,1
269635,2015-05-10 21:33:16.309,2015-05-10 22:35:08.231,4,1,1,2,1,1,3711.922,0.0010776088506170118,0.5,1.0,0.5,-1,1
269640,2015-05-24 16:35:40.885,2015-05-24 16:40:36.363,2,1,1,1,1,0,295.478,0.006768693439105449,1.0,0.0,0.0,-1,1
269645,2015-08-06 19:57:19.813,2015-08-06 19:57:50.341,3,2,1,1,2,0,30.528,0.09827044025157233,2.0,0.0,0.0,-1,1
269794,2015-07-03 16:12:42.103,2015-07-03 16:15:19.795,4,2,2,2,2,0,157.692,0.02536590315298176,1.0,0.0,0.0,-1,1
269813,2015-07-25 05:10:27.812,2015-07-25 05:18:43.992,3,1,1,1,1,1,496.18,0.006046192913861905,1.0,1.0,1.0,-1,1
269826,2015-05-21 06:43:17.862,2015-05-21 06:43:17.988,2,1,1,2,0,0,0.126,15.873015873015873,0.0,0.0,0.0,-1,1
269836,2015-05-27 03:27:39.088,2015-05-27 03:27:55.766,2,1,1,1,1,0,16.678,0.1199184554502938,1.0,0.0,0.0,-1,1
269879,2015-06-24 19:04:34.202,2015-06-24 19:16:37.471,4,2,1,2,1,1,723.269,0.005530445795409454,0.5,1.0,0.5,-1,1
270054,2015-06-29 21:20:37.391,2015-06-29 21:20:37.578,2,1,1,0,2,0,0.187,10.695187165775401,0.0,0.0,0.0,-1,1
270193,2015-06-07 18:07:33.274,2015-07-27 22:47:17.956,7,4,3,3,4,0,4336784.682,1.6140990418670733e-06,1.3333333333333333,0.0,0.0,-1,1
270362,2015-05-18 21:02:42.364,2015-06-08 05:07:19.845,14,6,2,10,2,2,1757077.481,7.967776123356965e-06,0.2,1.0,0.2,-1,1
270395,2015-07-12 16:17:53.115,2015-07-12 16:17:57.389,2,1,1,1,1,0,4.274,0.4679457182966776,1.0,0.0,0.0,-1,1
270632,2015-09-08 16:40:57.566,2015-09-08 16:50:29.215,3,1,1,1,1,1,571.649,0.00524797559341484,1.0,1.0,1.0,-1,1
270817,2015-09-10 23:29:55.874,2015-09-10 23:30:40.297,2,1,1,1,1,0,44.423,0.0450217229813385,1.0,0.0,0.0,-1,1
270876,2015-05-05 18:18:07.173,2015-05-05 18:25:32.574,3,1,1,1,1,1,445.401,0.006735503512565082,1.0,1.0,1.0,-1,1
271333,2015-05-14 21:19:23.440,2015-07-14 21:26:11.762,4,2,2,1,2,1,5270808.322,7.588968817750911e-07,2.0,0.5,1.0,-1,1
271454,2015-08-27 18:49:31.825,2015-08-27 18:49:37.153,2,1,1,1,1,0,5.328,0.37537537537537535,1.0,0.0,0.0,-1,1
271478,2015-09-01 15:37:58.203,2015-09-01 15:38:30.799,2,1,1,1,1,0,32.596,0.06135722174499939,1.0,0.0,0.0,-1,1
271486,2015-08-02 03:25:16.497,2015-08-04 22:21:58.707,14,5,4,7,5,2,241002.21,5.809075360761215e-05,0.7142857142857143,0.4,0.2857142857142857,-1,1
271800,2015-05-13 23:18:06.909,2015-06-19 04:12:57.383,4,2,2,2,1,1,3128090.474,1.2787353924853261e-06,0.5,1.0,0.5,-1,1
271839,2015-07-11 05:18:39.636,2015-07-11 05:18:41.516,2,1,1,1,1,0,1.88,1.0638297872340425,1.0,0.0,0.0,-1,1
271983,2015-09-08 23:08:46.959,2015-09-08 23:11:23.965,2,1,1,1,1,0,157.006,0.012738366686623441,1.0,0.0,0.0,-1,1
272096,2015-05-14 19:01:24.882,2015-05-14 19:10:05.093,4,1,1,2,1,1,520.211,0.007689187656547055,0.5,1.0,0.5,-1,1
272107,2015-07-03 21:15:31.757,2015-07-03 21:16:43.966,3,2,1,1,2,0,72.209,0.041546067664695534,2.0,0.0,0.0,-1,1
272118,2015-06-10 19:16:26.619,2015-06-10 19:20:23.578,3,1,1,1,2,0,236.959,0.012660418047003913,2.0,0.0,0.0,-1,1
272135,2015-07-20 02:38:06.205,2015-07-20 02:38:34.565,2,1,1,1,1,0,28.36,0.07052186177715092,1.0,0.0,0.0,-1,1
272369,2015-06-07 02:04:50.083,2015-06-07 02:05:55.910,2,1,1,1,1,0,65.827,0.030382669725188754,1.0,0.0,0.0,-1,1
272438,2015-06-10 22:06:49.585,2015-06-10 22:18:52.285,32,10,1,22,10,0,722.7,0.044278400442784,0.45454545454545453,0.0,0.0,-1,1
272457,2015-05-29 20:39:29.226,2015-05-29 20:51:11.179,12,6,1,6,4,2,701.953,0.01709516164187631,0.6666666666666666,0.5,0.3333333333333333,-1,1
272469,2015-06-16 22:02:03.678,2015-06-16 22:02:03.725,2,1,1,2,0,0,0.047,42.5531914893617,0.0,0.0,0.0,-1,1
272574,2015-08-10 11:00:57.512,2015-08-10 11:01:41.812,2,1,1,1,1,0,44.3,0.045146726862302484,1.0,0.0,0.0,-1,1
272883,2015-07-29 15:20:23.673,2015-07-30 22:28:59.115,41,20,10,32,5,4,112115.442,0.00036569449550045036,0.15625,0.8,0.125,-1,1
272956,2015-08-26 03:06:50.306,2015-08-26 03:07:23.305,2,2,1,1,1,0,32.999,0.06060789720900633,1.0,0.0,0.0,-1,1
273046,2015-06-17 21:04:09.086,2015-06-17 21:04:09.683,2,1,1,2,0,0,0.597,3.3500837520938025,0.0,0.0,0.0,-1,1
273341,2015-06-15 22:44:22.917,2015-08-07 04:54:21.855,34,20,7,26,4,4,4514998.938,7.530455813365243e-06,0.15384615384615385,1.0,0.15384615384615385,-1,1
273385,2015-06-02 22:53:23.968,2015-06-02 22:58:36.428,4,1,1,2,1,1,312.46,0.012801638609742047,0.5,1.0,0.5,-1,1
273406,2015-06-01 16:03:29.236,2015-06-01 22:08:59.137,35,19,9,22,7,6,21929.901,0.0015959944370017903,0.3181818181818182,0.8571428571428571,0.2727272727272727,-1,1
273600,2015-07-05 20:14:16.409,2015-07-06 15:24:08.739,35,14,7,23,8,4,68992.33,0.0005073027682932291,0.34782608695652173,0.5,0.17391304347826086,-1,1
273630,2015-05-25 03:42:38.750,2015-09-01 05:34:23.488,9,4,4,5,2,2,8560304.738,1.0513644403391566e-06,0.4,1.0,0.4,-1,1
273772,2015-07-31 02:27:59.403,2015-08-07 00:55:31.240,48,19,5,37,8,3,599251.837,8.009987961038157e-05,0.21621621621621623,0.375,0.08108108108108109,-1,1
273853,2015-08-25 00:30:19.166,2015-08-25 00:33:40.296,4,1,1,2,1,1,201.13,0.019887634863023914,0.5,1.0,0.5,-1,1
273858,2015-05-04 09:20:57.832,2015-05-04 09:22:37.059,2,1,1,1,1,0,99.227,0.020155804367762806,1.0,0.0,0.0,-1,1
273910,2015-07-29 19:50:43.742,2015-08-10 22:08:54.937,32,11,4,21,7,4,1045091.195,3.061933748279259e-05,0.3333333333333333,0.5714285714285714,0.19047619047619047,-1,1
274152,2015-06-08 16:49:50.392,2015-06-08 16:57:36.103,4,1,1,2,1,1,465.711,0.00858901765257853,0.5,1.0,0.5,-1,1
274515,2015-08-01 03:48:08.695,2015-08-01 03:53:45.340,3,1,1,1,1,1,336.645,0.00891146459920688,1.0,1.0,1.0,-1,1
274585,2015-08-19 11:15:52.167,2015-08-19 11:16:18.327,2,1,1,1,1,0,26.16,0.0764525993883792,1.0,0.0,0.0,-1,1
274667,2015-08-18 23:07:30.177,2015-08-31 22:14:19.614,4,4,3,1,3,0,1120009.437,3.5713984792076356e-06,3.0,0.0,0.0,-1,1
274728,2015-07-12 14:44:27.072,2015-07-12 14:45:50.157,2,1,1,1,1,0,83.085,0.024071733766624543,1.0,0.0,0.0,-1,1
274754,2015-09-04 15:34:09.659,2015-09-04 15:34:44.519,2,1,1,1,1,0,34.86,0.05737234652897304,1.0,0.0,0.0,-1,1
274829,2015-09-14 06:39:29.680,2015-09-14 06:39:29.764,2,1,1,2,0,0,0.084,23.809523809523807,0.0,0.0,0.0,-1,1
274884,2015-07-20 17:48:43.176,2015-07-20 17:50:52.305,2,2,1,1,1,0,129.129,0.015488387581410839,1.0,0.0,0.0,-1,1
274886,2015-07-19 16:38:12.823,2015-07-19 16:43:08.118,3,2,1,1,1,1,295.295,0.010159332193230498,1.0,1.0,1.0,-1,1
274980,2015-07-20 18:27:17.500,2015-07-20 18:45:42.587,8,2,1,4,2,2,1105.087,0.0072392490365011984,0.5,1.0,0.5,-1,1
275448,2015-09-15 12:56:44.814,2015-09-15 12:56:45.706,2,1,1,1,1,0,0.892,2.242152466367713,1.0,0.0,0.0,-1,1
275496,2015-07-05 19:58:24.638,2015-07-05 20:00:45.614,2,1,1,1,1,0,140.976,0.014186811939620928,1.0,0.0,0.0,-1,1
275534,2015-05-28 22:56:34.633,2015-05-28 22:57:13.102,2,1,1,1,1,0,38.469,0.0519899139566924,1.0,0.0,0.0,-1,1
275690,2015-07-01 14:39:45.037,2015-07-01 14:39:58.638,2,1,1,1,1,0,13.601,0.14704801117564884,1.0,0.0,0.0,-1,1
275692,2015-07-22 01:10:57.415,2015-07-22 01:18:01.477,5,2,1,1,3,1,424.062,0.011790728714197451,3.0,0.3333333333333333,1.0,-1,1
275715,2015-07-16 02:27:07.364,2015-07-16 02:35:23.482,5,1,1,3,1,1,496.118,0.01007824751369634,0.3333333333333333,1.0,0.3333333333333333,-1,1
275836,2015-07-11 21:49:25.173,2015-07-11 22:31:48.991,4,1,1,2,1,1,2543.818,0.0015724395377342245,0.5,1.0,0.5,-1,1
275846,2015-06-24 15:33:21.930,2015-06-24 16:24:22.207,3,1,1,1,1,1,3060.277,0.0009803034169782669,1.0,1.0,1.0,-1,1
275852,2015-05-20 21:30:33.854,2015-05-20 21:33:39.748,5,4,4,1,4,0,185.894,0.026897048855799542,4.0,0.0,0.0,-1,1
275881,2015-08-09 01:36:59.202,2015-08-09 01:37:28.936,2,1,1,1,1,0,29.734,0.06726306585054147,1.0,0.0,0.0,-1,1
276016,2015-08-17 17:46:18.276,2015-08-17 18:00:43.018,4,2,2,2,1,1,864.742,0.004625657132416374,0.5,1.0,0.5,-1,1
276034,2015-08-12 13:30:17.359,2015-08-13 16:32:28.978,28,17,11,21,6,1,97331.619,0.0002876762997233201,0.2857142857142857,0.16666666666666666,0.047619047619047616,-1,1
276165,2015-05-20 03:26:34.744,2015-08-19 03:04:08.453,17,10,5,14,2,1,7861053.709,2.1625599607005563e-06,0.14285714285714285,0.5,0.07142857142857142,-1,1
276215,2015-09-04 21:46:20.433,2015-09-04 21:48:40.880,4,2,1,2,2,0,140.447,0.028480494421383156,1.0,0.0,0.0,-1,1
276354,2015-07-27 21:58:43.020,2015-07-27 21:59:42.926,2,1,1,1,1,0,59.906,0.03338563749874804,1.0,0.0,0.0,-1,1
276356,2015-05-17 23:07:04.772,2015-05-17 23:07:25.596,3,2,1,1,2,0,20.824,0.1440645409143296,2.0,0.0,0.0,-1,1
276470,2015-06-17 03:17:39.619,2015-06-17 03:18:06.587,2,1,1,1,1,0,26.968,0.07416196974191634,1.0,0.0,0.0,-1,1
276579,2015-05-18 02:47:26.069,2015-05-18 02:52:00.874,3,1,1,1,1,1,274.805,0.010916831935372354,1.0,1.0,1.0,-1,1
276781,2015-08-01 03:00:52.633,2015-08-01 03:04:18.496,3,2,2,1,2,0,205.863,0.014572798414479532,2.0,0.0,0.0,-1,1
276800,2015-05-04 01:38:00.791,2015-05-04 01:43:08.192,2,1,1,1,1,0,307.401,0.00650615970670232,1.0,0.0,0.0,-1,1
276809,2015-08-28 19:11:17.509,2015-08-28 19:17:01.063,3,1,1,1,1,1,343.554,0.008732251698422957,1.0,1.0,1.0,-1,1
276916,2015-08-13 01:19:28.176,2015-08-13 01:19:28.286,2,1,1,2,0,0,0.11,18.181818181818183,0.0,0.0,0.0,-1,1
